Sr,latency
0,0.004455453
1,0.004191118
2,0.003873059
3,0.003671808
4,0.003485703
5,0.003333556
6,0.002940513
7,0.002647040
8,0.002649654
9,0.002644986
10,0.002648452
11,0.002646678
12,0.002646735
13,0.002649059
14,0.002647477
15,0.002646672
16,0.002648324
17,0.002647884
18,0.002646336
19,0.002648317
20,0.002646747
21,0.002646136
22,0.002651291
23,0.002646306
24,0.002645949
25,0.002649867
26,0.002646100
27,0.002645172
28,0.002646227
29,0.002645954
30,0.002647766
31,0.002646815
32,0.002645708
33,0.002649188
34,0.002647962
35,0.002646995
36,0.002647745
37,0.002647303
38,0.002645756
39,0.002648447
40,0.002646189
41,0.002645182
42,0.002648057
43,0.002646542
44,0.002645859
45,0.002647202
46,0.002646983
47,0.002651471
48,0.002646344
49,0.002645138
50,0.002647590
51,0.002646089
52,0.002646133
53,0.002648933
54,0.002646683
55,0.002645630
56,0.002648225
57,0.002646190
58,0.002645088
59,0.002650236
60,0.002646670
61,0.002645107
62,0.002648237
63,0.002643566
64,0.002647747
65,0.002646715
66,0.002645361
67,0.002649967
68,0.002646273
69,0.002646092
70,0.002647578
71,0.002646185
72,0.002648371
73,0.002647692
74,0.002647046
75,0.002644860
76,0.002647652
77,0.002646143
78,0.002644989
79,0.002646538
80,0.002645936
81,0.002647888
82,0.002646245
83,0.002644943
84,0.002650299
85,0.002646580
86,0.002645941
87,0.002649393
88,0.002646313
89,0.002645336
90,0.002647508
91,0.002646859
92,0.002645675
93,0.002647728
94,0.002646135
95,0.002645669
96,0.002646100
97,0.002648266
98,0.002647701
99,0.002646082
100,0.002645900
101,0.002648911
102,0.002646728
103,0.002645324
104,0.002647734
105,0.002646011
106,0.002644950
107,0.002648275
108,0.002648353
109,0.002647398
110,0.002648982
111,0.002646070
112,0.002644926
113,0.002647995
114,0.002643366
115,0.002648666
116,0.002647216
117,0.002644965
118,0.002647505
119,0.002645885
120,0.002647035
121,0.002647541
122,0.002649192
123,0.002644960
124,0.002647412
125,0.002646048
126,0.002644968
127,0.002648064
128,0.002646658
129,0.002647044
130,0.002646577
131,0.002645067
132,0.002647561
133,0.002646019
134,0.002644945
135,0.002647572
136,0.002646047
137,0.002645402
138,0.002647439
139,0.002647775
140,0.002647287
141,0.002647751
142,0.002646047
143,0.002644907
144,0.002647393
145,0.002646032
146,0.002645567
147,0.002645975
148,0.002645540
149,0.002648178
150,0.002648074
151,0.002644890
152,0.002647695
153,0.002646316
154,0.002644628
155,0.002647531
156,0.002650635
157,0.002645663
158,0.002647590
159,0.002646218
160,0.002644923
161,0.002647513
162,0.002645970
163,0.002644752
164,0.002647615
165,0.002645315
166,0.002647500
167,0.002645987
168,0.002645319
169,0.002651519
170,0.002648586
171,0.002645415
172,0.002647715
173,0.002645892
174,0.002644888
175,0.002647545
176,0.002646029
177,0.002645113
178,0.002648652
179,0.002646054
180,0.002644878
181,0.002649023
182,0.002644946
183,0.002647599
184,0.002646015
185,0.002644855
186,0.002647409
187,0.002645992
188,0.002646314
189,0.002647551
190,0.002646591
191,0.002647160
192,0.002647944
193,0.002645939
194,0.002644904
195,0.002647531
196,0.002646778
197,0.002648586
198,0.002646407
199,0.002645484
200,0.002647623
201,0.002646231
202,0.002645388
203,0.002647356
204,0.002674688
205,0.002644926
206,0.002647716
207,0.002646725
208,0.002644749
209,0.002647452
210,0.002646024
211,0.002646830
212,0.002649743
213,0.002646173
214,0.002645289
215,0.002647616
216,0.002643534
217,0.002651075
218,0.002645976
219,0.002645584
220,0.002652768
221,0.002649378
222,0.002645958
223,0.002647504
224,0.002646006
225,0.002644789
226,0.002648092
227,0.002646286
228,0.002644818
229,0.002651589
230,0.002646033
231,0.002645527
232,0.002647520
233,0.002645401
234,0.002647490
235,0.002647282
236,0.002645311
237,0.002647386
238,0.002645968
239,0.002645009
240,0.002648379
241,0.002647432
242,0.002646898
243,0.002647514
244,0.002646060
245,0.002645334
246,0.002647465
247,0.002645793
248,0.002644824
249,0.002647364
250,0.002643315
251,0.002648128
252,0.002647135
253,0.002647011
254,0.002647687
255,0.002649427
256,0.002645042
257,0.002647238
258,0.002645915
259,0.002645734
260,0.002648282
261,0.002646629
262,0.002644714
263,0.002650173
264,0.002647255
265,0.002645985
266,0.002647386
267,0.002643335
268,0.002652375
269,0.002646045
270,0.002645374
271,0.002647651
272,0.002645930
273,0.002645613
274,0.002650179
275,0.002646025
276,0.002644972
277,0.002647488
278,0.002645974
279,0.002644884
280,0.002650018
281,0.002646420
282,0.002645566
283,0.002648820
284,0.002643954
285,0.002647654
286,0.002645843
287,0.002644847
288,0.002647897
289,0.002646184
290,0.002644836
291,0.002647531
292,0.002645989
293,0.002645594
294,0.002650567
295,0.002648143
296,0.002644589
297,0.002647629
298,0.002645986
299,0.002644859
300,0.002647312
301,0.002643812
302,0.002648164
303,0.002646550
304,0.002644762
305,0.002647323
306,0.002645939
307,0.002648636
308,0.002648115
309,0.002645978
310,0.002645086
311,0.002647525
312,0.002645861
313,0.002645406
314,0.002648392
315,0.002645824
316,0.002646965
317,0.002647511
318,0.002643523
319,0.002647469
320,0.002648850
321,0.002647670
322,0.002649006
323,0.002646667
324,0.002644829
325,0.002647323
326,0.002646408
327,0.002644875
328,0.002647394
329,0.002646799
330,0.002646719
331,0.002647591
332,0.002649741
333,0.002645535
334,0.002651459
335,0.002645655
336,0.002652005
337,0.002646354
338,0.002645114
339,0.002648754
340,0.002645963
341,0.002645008
342,0.002648282
343,0.002645965
344,0.002645605
345,0.002650715
346,0.002647925
347,0.002644933
348,0.002647521
349,0.002646452
350,0.002644855
351,0.002648067
352,0.002643359
353,0.002648377
354,0.002647554
355,0.002644747
356,0.002648025
357,0.002651375
358,0.002645029
359,0.002647481
360,0.002646012
361,0.002646690
362,0.002647439
363,0.002646460
364,0.002645042
365,0.002648189
366,0.002646034
367,0.002644790
368,0.002647502
369,0.002643245
370,0.002650772
371,0.002646106
372,0.002644893
373,0.002647635
374,0.002645896
375,0.002644770
376,0.002648764
377,0.002645953
378,0.002647853
379,0.002647417
380,0.002647237
381,0.002644888
382,0.002650692
383,0.002645971
384,0.002646351
385,0.002649327
386,0.002644169
387,0.002648190
388,0.002662541
389,0.002646233
390,0.002647846
391,0.002645861
392,0.002645025
393,0.002647428
394,0.002672645
395,0.002647330
396,0.002647603
397,0.002646608
398,0.002644944
399,0.002650859
400,0.002646558
401,0.002645046
402,0.002649283
403,0.002645920
404,0.002644895
405,0.002647497
406,0.002643765
407,0.002650338
408,0.002667009
409,0.002645194
410,0.002647558
411,0.002646307
412,0.002645127
413,0.002647777
414,0.002645895
415,0.002644905
416,0.002647477
417,0.002646022
418,0.002645648
419,0.002652553
420,0.002646731
421,0.002645096
422,0.002647663
423,0.002643236
424,0.002647949
425,0.002646079
426,0.002645979
427,0.002648053
428,0.002646227
429,0.002644880
430,0.002647366
431,0.002645959
432,0.002647878
433,0.002647368
434,0.002646020
435,0.002645031
436,0.002647871
437,0.002646361
438,0.002645187
439,0.002648002
440,0.002645505
441,0.002647559
442,0.002646136
443,0.002644803
444,0.002649904
445,0.002646540
446,0.002644759
447,0.002647660
448,0.002646625
449,0.002645700
450,0.002647585
451,0.002645978
452,0.002645083
453,0.002647340
454,0.002645871
455,0.002645030
456,0.002647411
457,0.002647251
458,0.002647944
459,0.002645911
460,0.002645366
461,0.002651718
462,0.002645879
463,0.002644938
464,0.002647458
465,0.002645903
466,0.002644829
467,0.002647692
468,0.002646787
469,0.002647430
470,0.002648192
471,0.002646166
